26:12:010301:2617,32.4
26:12:010301:2602,78.9
26:12:010301:3349,10.4
26:12:010301:3354,36.1
26:12:010301:2596,34.4
26:12:010301:3385,18.4
26:12:010301:2665,31.6
26:12:010301:2594,78.7
26:12:010301:2618,32
26:12:010301:2600,31.9
26:12:010301:2586,77.8
26:12:010301:3384,18.3
26:12:010301:2619,32.1
26:12:010301:3352,18.2
26:12:010301:2601,31.8
26:12:010301:2597,78.1
26:12:010301:2604,31.6
26:12:010301:2592,34.3
26:12:010301:2607,31.1
26:12:010301:2590,34.5
26:12:010301:3359,18.5
26:12:010301:2598,31.3
26:12:010301:2584,77.6
26:12:010301:2587,31.1
26:12:010301:2593,77.7
26:12:010301:2595,31.5
26:12:010301:2603,34.4
26:12:010301:3392,17.6
26:12:010301:3405,18.2
26:12:010301:2606,31.7
26:12:010301:3345,18.4
26:12:010301:2708,31.5
26:12:010301:3356,18.2
26:12:010301:2609,34.3
26:12:010301:2610,31.4
26:12:010301:2613,31
26:12:010301:3388,9.8
26:12:010301:3357,17.8
26:12:010301:2588,31.6
26:12:010301:2710,31.4
26:12:010301:2614,31.8
26:12:010301:2612,77.7
26:12:010301:2608,31.7
26:12:010301:2589,30.9
26:12:010301:2635,31.8
26:12:010301:2585,77.5
26:12:010301:2652,34.3
26:12:010301:2627,77.7
26:12:010301:2591,34.3
26:12:010301:2639,34.4
26:12:010301:2786,34.4
26:12:010301:2637,30.9
26:12:010301:2640,31
26:12:010301:2630,31.7
26:12:010301:2649,31.1
26:12:010301:2611,34.6
26:12:010301:2712,78.2
26:12:010301:2643,32.4
26:12:010301:2653,77.8
26:12:010301:2660,32.3
26:12:010301:2642,32.1
26:12:010301:2784,77.6
26:12:010301:2650,31.1
26:12:010301:2663,34.4
26:12:010301:2657,77.4
26:12:010301:2658,31.1
26:12:010301:2645,34.5
26:12:010301:2669,34
26:12:010301:2664,31.6
26:12:010301:2810,42
26:12:010301:2779,31.6
26:12:010301:2655,77.6
26:12:010301:2770,77.3
26:12:010301:2776,33.9
26:12:010301:2805,31.5
26:12:010301:2783,30.9
26:12:010301:2803,31.3
26:12:010301:2780,30.7
26:12:010301:2825,31.2
26:12:010301:2824,34.5
26:12:010301:2800,77.9
26:12:010301:2812,30.6
26:12:010301:2809,77.1
26:12:010301:2794,31.6
26:12:010301:2820,34.2
26:12:010301:3046,34.1
26:12:010301:2725,31.4
26:12:010301:2817,77.3
26:12:010301:2631,31.9
26:12:010301:2789,31.6
26:12:010301:2727,31
26:12:010301:2807,31.4
26:12:010301:2821,30.9
26:12:010301:2729,77.1
26:12:010301:2730,77.2
26:12:010301:2814,31.9
26:12:010301:2726,33.8
26:12:010301:3252,77.3
26:12:010301:2728,30.9
26:12:010301:2731,30.6
26:12:010301:2671,31.5
26:12:010301:2662,34.1
26:12:010301:3043,34
26:12:010301:2830,30.9
26:12:010301:2684,33.8
26:12:010301:2813,31.7
26:12:010301:2683,77.3
26:12:010301:2670,31.9
26:12:010301:2826,31.3
26:12:010301:2634,31.5
26:12:010301:2787,77.1
26:12:010301:2638,34
26:12:010301:2679,32
26:12:010301:2656,30.7
26:12:010301:2829,31.3
26:12:010301:2811,33.9
26:12:010301:2823,76.5
26:12:010301:2815,30.5
26:12:010301:2835,31.8
26:12:010301:2751,30.8
26:12:010301:2735,30.9
26:12:010301:2754,31.2
26:12:010301:2836,30.5
26:12:010301:2739,31.2
26:12:010301:2678,77.7
26:12:010301:2737,31.3
26:12:010301:2673,33.7
26:12:010301:2741,33.9
26:12:010301:2858,33.8
26:12:010301:2854,31.5
26:12:010301:2775,34
26:12:010301:2668,31.3
26:12:010301:2788,77.6
26:12:010301:2918,78
26:12:010301:2802,31.9
26:12:010301:2865,31.8
26:12:010301:2798,33.8
26:12:010301:2742,77.3
26:12:010301:2790,30.4
26:12:010301:2901,31.3
26:12:010301:2914,30.8
26:12:010301:2862,77.9
26:12:010301:2738,77.7
26:12:010301:2905,34
26:12:010301:2921,30.7
26:12:010301:2720,57.1
26:12:010301:2688,59.1
26:12:010301:2615,58.6
26:12:010301:2721,53.3
26:12:010301:2722,32.1
26:12:010301:2681,59.6
26:12:010301:2616,52.5
26:12:010301:2620,57.3
26:12:010301:2691,31.6
26:12:010301:3047,58.8
26:12:010301:2666,52.3
26:12:010301:2682,56.6
26:12:010301:2687,31.5
26:12:010301:2697,56
26:12:010301:2621,58.6
26:12:010301:2694,52
26:12:010301:2686,58.6
26:12:010301:2623,55.8
26:12:010301:2715,51.9
26:12:010301:2685,58.8
26:12:010301:2690,31.3
26:12:010301:2672,31.1
26:12:010301:2677,58.9
26:12:010301:2625,58.4
26:12:010301:2622,58.2
26:12:010301:2680,51.7
26:12:010301:2716,55.6
26:12:010301:2719,58
26:12:010301:2695,31.4
26:12:010301:2717,58.6
26:12:010301:2718,51.5
26:12:010301:2837,31.4
26:12:010301:2675,55.6
26:12:010301:2692,31.1
26:12:010301:2711,58.5
26:12:010301:2713,51.8
26:12:010301:2702,55.9
26:12:010301:2714,31.4
26:12:010301:2700,58.1
26:12:010301:2740,55.8
26:12:010301:2744,57.6
26:12:010301:2723,57.5
26:12:010301:2746,55.5
26:12:010301:3048,31.2
26:12:010301:2840,51.4
26:12:010301:2839,51.5
26:12:010301:2846,55.8
26:12:010301:2838,58.7
26:12:010301:2764,58.7
26:12:010301:2752,51.5
26:12:010301:2704,58.2
26:12:010301:2748,58
26:12:010301:2755,59.2
26:12:010301:2831,31.3
26:12:010301:2842,55.7
26:12:010301:2760,57.8
26:12:010301:2937,58.4
26:12:010301:2841,51.8
26:12:010301:2762,31
26:12:010301:2867,51.4
26:12:010301:2904,55.6
26:12:010301:2947,57.6
26:12:010301:2833,58.1
26:12:010301:2869,31
26:12:010301:3249,55.8
26:12:010301:2878,51.4
26:12:010301:3029,51.6
26:12:010301:2847,58.7
26:12:010301:3037,58.5
26:12:010301:3016,30.9
26:12:010301:2703,80.2
26:12:010301:2912,57.7
26:12:010301:2870,32.2
26:12:010301:2915,31.1
26:12:010301:3023,57.7
26:12:010301:3035,56.2
26:12:010301:2968,31.9
26:12:010301:2934,58.1
26:12:010301:3012,58.7
26:12:010301:3250,59.5
26:12:010301:2871,58.6
26:12:010301:2863,59.1
26:12:010301:3251,79.4
26:12:010301:2964,79.4
26:12:010301:2866,31.8
26:12:010301:2973,32.2
26:12:010301:2982,58.2
26:12:010301:2889,31.6
26:12:010301:2966,58.4
26:12:010301:2888,78.7
26:12:010301:2969,58.3
26:12:010301:2975,58.5
26:12:010301:3039,78.2
26:12:010301:2961,78.4
26:12:010301:2958,31.6
26:12:010301:2939,31.8
26:12:010301:2945,58
26:12:010301:3006,78.2
26:12:010301:3009,31.9
26:12:010301:3041,32.3
26:12:010301:2913,58.3
26:12:010301:2951,57.9
26:12:010301:2941,58.6
26:12:010301:3008,31.6
26:12:010301:3180,78
26:12:010301:3002,58.1
26:12:010301:3005,31.6
26:12:010301:2925,58.2
26:12:010301:2891,32.1
26:12:010301:2926,31.6
26:12:010301:3007,31.5
26:12:010301:2943,31.8
26:12:010301:2972,63.5
26:12:010301:2908,58.1
26:12:010301:2998,78.2
26:12:010301:3058,58.7
26:12:010301:2929,58.2
26:12:010301:2997,31.6
26:12:010301:2984,57.7
26:12:010301:3040,31.4
26:12:010301:2994,31.5
26:12:010301:2978,78.3
26:12:010301:2991,78.1
26:12:010301:2936,58.3
26:12:010301:2922,31.4
26:12:010301:2999,58.1
26:12:010301:3248,31.1
26:12:010301:2980,31.7
26:12:010301:2983,57.9
26:12:010301:2963,31.5
26:12:010301:2974,78.2
26:12:010301:2989,58.5
26:12:010301:2979,57.7
26:12:010301:3001,31.3
26:12:010301:2976,77.8
26:12:010301:2942,31.5
26:12:010301:2950,58.3
26:12:010301:2896,57.6
26:12:010301:2946,78
26:12:010301:2948,31.4
26:12:010301:2957,31.3
26:12:010301:2940,58.5
26:12:010301:2953,31
26:12:010301:2935,78
26:12:010301:2954,31.2
26:12:010301:2955,57.3
26:12:010301:2956,78.2
26:12:010301:3312,36.3
26:12:010301:2924,57.5
26:12:010301:2899,55.7
26:12:010301:2952,31.1
26:12:010301:3427,39.9
26:12:010301:3328,34.9
26:12:010301:3284,35
26:12:010301:2902,31.5
26:12:010301:3292,34.7
26:12:010301:3326,77.2
26:12:010301:3283,36.1
26:12:010301:3314,35.9
26:12:010301:3412,34.5
26:12:010301:3302,34
26:12:010301:3299,73.2
26:12:010301:3290,34.7
26:12:010301:3402,35.6
26:12:010301:3325,35.6
26:12:010301:3403,35.7
26:12:010301:3333,33.9
26:12:010301:3399,76.5
26:12:010301:3330,34.6
26:12:010301:3263,35.2
26:12:010301:3380,76.7
26:12:010301:3331,69.5
26:12:010301:3377,36
26:12:010301:3288,73
26:12:010301:3289,35.2
26:12:010301:3306,34.8
26:12:010301:3279,34.7
26:12:010301:3293,34.2
26:12:010301:3332,34.5
26:12:010301:3309,34.4
26:12:010301:3335,35.7
26:12:010301:3300,34.4
26:12:010301:3301,77
26:12:010301:3310,35.5
26:12:010301:3334,35.7
26:12:010301:3303,34.5
26:12:010301:3308,72.4
26:12:010301:3415,35.4
26:12:010301:3319,35.5
26:12:010301:3336,34
26:12:010301:3318,34.3
26:12:010301:3294,35.4
26:12:010301:3282,33.7
26:12:010301:3311,34.2
26:12:010301:3304,34.2
26:12:010301:3320,34.2
26:12:010301:3321,34.5
26:12:010301:3414,34.2
26:12:010301:3262,76.9
26:12:010301:3324,35.8
26:12:010301:3363,76.4
26:12:010301:3317,72.3
26:12:010301:3339,35.7
26:12:010301:3287,35.4
26:12:010301:3271,34.2
26:12:010301:3272,72.6
26:12:010301:3404,35.7
26:12:010301:3269,35.7
26:12:010301:3286,35.4
26:12:010301:3298,79.2
26:12:010301:3342,34.5
26:12:010301:3265,34
26:12:010301:3323,35.3
26:12:010301:3297,34.3
26:12:010301:3329,73.1
26:12:010301:3322,34.1
26:12:010301:3267,79.6
26:12:010301:3295,34.7
26:12:010301:3416,35.1
26:12:010301:3278,35.8
26:12:010301:3277,34
26:12:010301:3313,34.1
26:12:010301:3285,72.2
26:12:010301:3338,34.4
26:12:010301:3305,34.8
26:12:010301:3291,34
26:12:010301:3280,33.8
26:12:010301:3316,35
26:12:010301:3401,35.9
26:12:010301:3368,33.9
26:12:010301:3337,35.4
26:12:010301:3366,72
26:12:010301:3382,34.7
26:12:010301:3364,33.3
26:12:010301:3360,33.7
26:12:010301:3409,33.9
26:12:010301:3413,71.9
26:12:010301:3274,34.4
26:12:010301:3281,33.6
26:12:010301:3424,34
26:12:010301:3411,34
26:12:010301:3371,78.8
26:12:010301:3351,35.4
26:12:010301:3381,35
26:12:010301:3422,35.2
26:12:010301:3266,34
26:12:010301:3365,35.5
26:12:010301:3344,34.3
26:12:010301:3275,79.4
26:12:010301:3340,35.2
26:12:010301:3264,33.6
26:12:010301:3273,34.9
26:12:010301:3268,35.2
26:12:010301:3341,34.2
26:12:010301:3270,79.8
26:12:010301:3276,35.2
26:12:010301:3327,34.8
26:12:010301:3315,79.9
26:12:010301:3296,34
26:12:010301:3420,35.1
26:12:010301:3423,71.7
26:12:010301:3417,33.5
26:12:010301:2816,117.8
26:12:010301:3389,33.9
26:12:010301:2791,118.5
26:12:010301:3408,35.4
26:12:010301:3358,35
26:12:010301:3410,35.2
26:12:010301:3390,78.4
26:12:010301:3355,34
26:12:010301:3407,79.3
26:12:010301:2732,79.9
26:12:010301:2705,8.6
26:12:010301:3370,72
26:12:010301:3395,35.7
26:12:010301:3343,34
26:12:010301:3383,34.1
26:12:010301:3307,71.8
26:12:010301:3374,34.4
26:12:010301:3400,34.5
26:12:010301:3391,33.7
26:12:010301:2707,77.8
26:12:010301:3044,79.4
26:12:010301:2818,78.8
26:12:010301:2987,36.3
26:12:010301:4022,35.5
26:12:010301:2962,12.3
26:12:010301:3605,25.1
26:12:010301:2877,4.8
26:12:020501:1785,31.6
26:12:010301:2872,8.6
26:12:010301:3633,34.4
26:12:010301:3013,4.8
26:12:010301:2753,9.1
26:12:010301:2759,8.4
26:12:010301:2960,28.4
26:12:010301:3042,4.8
26:12:010301:2827,9.1
26:12:010301:2911,9.1
26:12:010301:3637,61.7
26:12:010301:2965,9.1
26:12:010301:2916,9.1
26:12:010301:2873,8
26:12:020501:535,1357.1
26:12:020501:1774,30.6
26:12:010301:3610,45.5
26:12:010301:3612,93.1
26:12:000000:6908,29.9
26:12:010301:3618,34
26:12:010301:3615,35.1
26:12:010301:3617,22.7
26:12:010301:3606,36.3
26:12:010301:3643,56
26:12:010301:3624,24.2
26:12:010301:3638,46.3
26:12:010301:3634,36.8
26:12:010301:3619,31.6
26:12:010301:3386,4.6
26:12:010301:3641,63.2
26:12:010301:3611,33.6
26:12:010301:3632,22.9
26:12:020501:1780,34
26:12:020501:1775,47.1
26:12:020501:1764,25.9
26:12:010301:252,13861.2
26:12:010301:1510,33.2
26:12:010301:1531,70.7
26:12:010301:1439,35.7
26:12:010301:1507,36.1
26:12:010301:1528,35.5
26:12:010301:1529,68.3
26:12:010301:1508,67.9
26:12:010301:3635,42.5
26:12:010301:1483,70.5
26:12:010301:3608,126.4
26:12:010301:1485,70.1
26:12:010301:1440,68.1
26:12:010301:1484,35.7
26:12:010301:1486,33.1
26:12:010301:1442,70.3
26:12:010301:1443,36.1
26:12:010301:1532,35.6
26:12:010301:1555,35.5
26:12:020501:1786,34.4
26:12:010301:1578,35.5
26:12:010301:1509,69.9
26:12:010301:1554,71.1
26:12:010301:1553,35.5
26:12:010301:3623,32.3
26:12:010301:1575,67.6
26:12:010301:1647,71.1
26:12:010301:1462,68.7
26:12:010301:1598,36.7
26:12:010301:1599,67.4
26:12:010301:1579,36.1
26:12:010301:1551,67.4
26:12:010301:1577,70.8
26:12:010301:1601,35.5
26:12:010301:1623,34.7
26:12:010301:1621,68
26:12:010301:1620,34.9
26:12:010301:1622,71.1
26:12:010301:1643,35.1
26:12:010301:1481,67.7
26:12:010301:1668,35.7
26:12:010301:1463,54.4
26:12:010301:1530,68
26:12:010301:1646,35.2
26:12:010301:1669,76.5
26:12:010301:1666,67.9
26:12:010301:1665,36
26:12:010301:1436,70.2
26:12:010301:1644,67.6
26:12:010301:1461,68.8
26:12:010301:1482,54.8
26:12:010301:1480,68.8
26:12:010301:1479,54.2
26:12:010301:1505,68.2
26:12:010301:1504,57.1
26:12:010301:1506,57.3
26:12:010301:1460,54
26:12:010301:1503,69.2
26:12:010301:1618,54
26:12:010301:1527,54.8
26:12:010301:1526,54.4
26:12:010301:1523,69.3
26:12:010301:1552,67.5
26:12:010301:1550,68.4
26:12:010301:1548,54.7
26:12:010301:1572,54.3
26:12:010301:1576,68
26:12:010301:1549,53.8
26:12:010301:1600,72.2
26:12:010301:1596,51.9
26:12:010301:1593,68.4
26:12:010301:1597,53.4
26:12:010301:1619,54.6
26:12:010301:1670,70
26:12:010301:1573,54.3
26:12:010301:1574,69
26:12:010301:1458,67.7
26:12:010301:1645,67.4
26:12:010301:1641,53.1
26:12:010301:1638,68.5
26:12:010301:1615,68.7
26:12:010301:1642,54
26:12:010301:1459,53.9
26:12:010301:1667,67.6
26:12:010301:1664,54.1
26:12:010301:1660,67.9
26:12:010301:1663,54.4
26:12:010301:1456,35.4
26:12:010301:1457,67.2
26:12:010301:1477,72.8
26:12:010301:1475,54.1
26:12:010301:1476,66.9
26:12:010301:1478,53.9
26:12:010301:1543,53.6
26:12:010301:1570,67.6
26:12:010301:1500,66.7
26:12:010301:1501,67.4
26:12:010301:1571,53.5
26:12:010301:1544,67.1
26:12:010301:1525,53.8
26:12:010301:1524,76.9
26:12:010301:1499,53.7
26:12:010301:1521,53.3
26:12:010301:1546,68.1
26:12:010301:1502,53.7
26:12:010301:1591,53
26:12:010301:1547,53.4
26:12:010301:1567,53.4
26:12:010301:1568,67.5
26:12:010301:1616,67.9
26:12:010301:1522,67.4
26:12:010301:1594,67.5
26:12:010301:1489,66.5
26:12:010301:1614,53
26:12:010301:1473,67.9
26:12:010301:1662,53.9
26:12:010301:1592,67.1
26:12:010301:1595,53.1
26:12:010301:1640,53.2
26:12:010301:1637,67.6
26:12:010301:1659,68.2
26:12:010301:1661,67.9
26:12:010301:1453,68
26:12:010301:986,57.5
26:12:010301:1498,53.2
26:12:010301:1497,67.8
26:12:010301:1474,54.5
26:12:010301:1495,67.9
26:12:010301:1519,53.9
26:12:010301:1636,53.1
26:12:010301:1617,53.3
26:12:010301:1658,54.1
26:12:010301:1639,67.4
26:12:010301:1438,54.1
26:12:010301:1452,53.1
26:12:010301:1454,67.6
26:12:010301:1472,67.8
26:12:010301:1545,67.8
26:12:010301:985,53.3
26:12:010301:1518,68.2
26:12:010301:1520,53.4
26:12:010301:1562,68.3
26:12:010301:1560,67.9
26:12:010301:1516,68.6
26:12:010301:1541,54.2
26:12:010301:1583,53.3
26:12:010301:1538,68
26:12:010301:1587,67.1
26:12:010301:1542,53.7
26:12:010301:1608,65.8
26:12:010301:1563,53.6
26:12:010301:1633,67.1
26:12:010301:1585,68.3
26:12:010301:1655,67.2
26:12:010301:1631,68.7
26:12:010301:1559,53.6
26:12:010301:1606,53.9
26:12:010301:1607,53.6
26:12:010301:1653,68
26:12:010301:1450,68.4
26:12:010301:1610,66.5
26:12:010301:1635,53.9
26:12:010301:1584,52.7
26:12:010301:1657,54.2
26:12:010301:1470,68.1
26:12:010301:1656,53.7
26:12:010301:1634,54
26:12:010301:1469,67
26:12:010301:1492,53.7
26:12:010301:1448,53.5
26:12:010301:1471,53.8
26:12:010301:1451,53.8
26:12:010301:3652,67.5
26:12:010301:1468,53.9
26:12:010301:1449,66.7
26:12:010301:1539,68.3
26:12:010301:1535,53.9
26:12:010301:1496,69.1
26:12:010301:1515,53.3
26:12:010301:1517,68.2
26:12:010301:1671,66.5
26:12:010301:1588,68.5
26:12:010301:3653,55.3
26:12:010301:1540,53.9
26:12:010301:1493,53.3
26:12:010301:1536,67.3
26:12:010301:1589,52.9
26:12:010301:1564,53.2
26:12:010301:1565,53.3
26:12:010301:1612,53.6
26:12:000000:4957,68.1
26:12:010301:1613,53.2
26:12:010301:1632,68.1
26:12:010301:1629,53.6
26:12:010301:1566,66.9
26:12:010301:1445,69.5
26:12:010301:1611,68.1
26:12:010301:1590,53.1
26:12:010301:1586,66.8
26:12:010301:1609,66.6
26:12:010301:1628,53.6
26:12:010301:1630,67.1
26:12:010301:1650,53.6
26:12:010301:1651,53.4
26:12:010301:1654,68.3
26:12:010301:1447,35.3
26:12:010301:1491,35.8
26:12:010301:1466,66.5
26:12:010301:1446,66.8
26:12:010301:1465,70.1
26:12:010301:1464,34.8
26:12:010301:1467,35.4
26:12:010301:1490,70.4
26:12:010301:1652,68.4
26:12:010301:1444,34.7
26:12:010301:1487,35
26:12:010301:1513,66.4
26:12:010301:1488,70.5
26:12:010301:1514,35.9
26:12:010301:1537,66.8
26:12:010301:1511,35.3
26:12:010301:1512,73.8
26:12:010301:1533,35.3
26:12:010301:1604,35
26:12:010301:1437,35.2
26:12:010301:1603,66.7
26:12:010301:1602,63.7
26:12:010301:1558,69.9
26:12:010301:1556,70
26:12:010301:1534,35
26:12:010301:1648,67.7
26:12:010301:1605,35.1
26:12:010301:1627,35
26:12:010301:3669,70.4
26:12:010301:1582,35.2
26:12:010301:1625,35.2
26:12:010301:1557,35.4
26:12:010301:1626,66.5
26:12:010301:1581,35.4
